Questions,OK,OK,OK,OK,Ok,OK,We can put volumes?,OK,OK,OK,OK,OK,OK,OK,"In this case, We need to use the generic degree abbreviation or We can more specific? Do you have some list of official abbreviations?",What is the correct number for El Colegio de México? 2063 or 2069,We can insert the Research Centers?,OK,OK,OK
,0,0,Y,primary,Hernández Pérez,Juan Manuel,88,masters,ECM01:990004276320302716,no,"Expectativas adaptativas y racionales en la relación desempleo e inflación de la curva de Phillips aumentada, México 1988-1998",1999,,SP,masters,,El Colegio de México. Centro de Estudios Económicos,M,PDF,hernndez_jm_000236266.pdf
,0,0,Y,primary,Rodríguez González,María del Refugio,"42, [20] ",masters,ECM01:990004340000302716,no,Impactos de algunas reformas económicas en un pueblo de La Laguna: una aplicación del análisis de multiplicadores,1999,,SP,masters,,El Colegio de México. Centro de Estudios Económicos,M,PDF,rodrguez_mdelr_000282539.pdf
,0,0,Y,primary,López Herrera,Edgardo Esaú,"25, [6] ",masters,ECM01:990004541270302716,no,El método Kernel para estimar funciones de densidad: una aplicación multivariada,2000,,SP,masters,,El Colegio de México. Centro de Estudios Económicos,M,PDF,lpez_ee_000221758.pdf
,0,0,Y,primary,Bravo Pliego,Jesús,70,masters,ECM01:990004473080302716,no,Valoración de opciones en ausencia de los supuestos de independencia y normalidad en los rendimientos instantáneos del activo subyacente: comparación con el modelo de Black-Scholes,2000,,SP,masters,,El Colegio de México. Centro de Estudios Económicos,M,PDF,bravo_J_000221710.pdf
,0,0,Y,primary,Martín Moreno,Eugenia,75,masters,ECM01:990004417240302716,no,Años de vida perdidos por cáncer cérvicouterino: ¿un problema de género?,2000,,SP,masters,,"El Colegio de México. Centro de Estudios Demográficos, Urbanos y Ambientales",M,PDF,martn_e_000221762.pdf
,0,0,Y,primary,López Suárez,Carlos Felipe,43,masters,ECM01:990004541940302716,no,Prácticas comerciales desleales,2000,,SP,masters,,El Colegio de México. Centro de Estudios Económicos,M,PDF,lpez_cf_000221760.pdf
,0,0,Y,primary,Fornet Gil,Pablo José,106,masters,ECM01:990004446170302716,no,"El centro en la encrucijada: transformaciones socioeconómicas y políticas urbanas en la delegación Cuauhtémoc, 1980-1997",2000,,SP,masters,,"El Colegio de México. Centro de Estudios Demográficos, Urbanos y Ambientales",M,PDF,fornet_pJ_000221732.pdf
,0,0,Y,primary,Chávez Lomelí,Ana Margarita,95,masters,ECM01:990004541250302716,no,Proyección birregional de dos ciudades intermedias y estructura por edad de la población,2000,,SP,masters,,"El Colegio de México. Centro de Estudios Demográficos, Urbanos y Ambientales",M,PDF,chvez_am_000221718.pdf
,0,0,Y,primary,Díaz Avendaño,Martha Patricia,48,masters,ECM01:990004555680302716,no,Análisis del proceso de crecimiento en México: 1965-1999,2000,,SP,masters,,El Colegio de México. Centro de Estudios Económicos,M,PDF,daz_mp_000221726.pdf
,0,0,Y,primary,Fonte Avalos,Cristina,34,masters,ECM01:990004398570302716,no,"¿En qué hogares viven los viejos?: México, 1997",2000,,SP,masters,,"El Colegio de México. Centro de Estudios Demográficos, Urbanos y Ambientales",M,PDF,fonte_c_000221730.pdf
,0,0,Y,primary,Romero Zavala,David Isait,71,masters,ECM01:990004572980302716,no,"Mortalidad y pobreza: México, 1990",2000,,SP,masters,,"El Colegio de México. Centro de Estudios Demográficos, Urbanos y Ambientales",M,,romero_di_000221786.pdf
,0,0,Y,primary,González Espinoza,Zoila Clementina,"vi, 88 ",masters,ECM01:990004558790302716,no,Mujeres que iniciaron el cambio del comportamiento reproductivo en Ecuador: un estudio por cohortes,2000,,SP,masters,,"El Colegio de México. Centro de Estudios Demográficos, Urbanos y Ambientales",M,PDF,gonzlez_zc_000221740.pdf
,0,0,Y,primary,Suárez López,Leticia,95,masters,ECM01:990004417180302716,no,"El divorcio en México, 1926-1995: una visión demográfica",2000,,SP,masters,,"El Colegio de México. Centro de Estudios Demográficos, Urbanos y Ambientales",M,PDF,surez_l_000221800.pdf
,0,0,Y,primary,Gómez Palafox,José Vicente,85,masters,ECM01:990004439840302716,no,Reestructuración manufacturera de la región centro de México 1980-1993: el efecto del ciclo económico en el papel de las economías urbanas y de aglomeración,2000,,SP,masters,,El Colegio de México. Centro de Estudios Demográficos y de Desarrollo Urbano,M,PDF,gmez_Jv_000221744.pdf
,0,0,Y,primary,Ugalde Saldaña,Vicente,"ix, 99 ",masters,ECM01:990004470610302716,no,La gestión ambiental en el ámbito municipal: dos estudios de caso,2000,,SP,masters,,"El Colegio de México. Centro de Estudios Demográficos, Urbanos y Ambientales",M,PDF,ugalde_v_000221810.pdf
,0,0,Y,primary,Zentella Gómez,Juan Carlos,"xi, 173 ",masters,ECM01:990004470590302716,no,"La participación del sector privado en la gestión hidráulica del Distrito Federal: evaluación financiera, técnica y administrativa, 1984-1996",2000,,SP,masters,,"El Colegio de México. Centro de Estudios Demográficos, Urbanos y Ambientales",M,PDF,zentella_Jc_000221814.pdf
,0,0,Y,primary,Alfaro Ramírez,Enrique,"ix, 87 ",masters,ECM01:990004417300302716,no,La planeación del desarrollo de las ciudades medias de Jalisco,2000,,SP,masters,,"El Colegio de México. Centro de Estudios Demográficos, Urbanos y Ambientales",M,PDF,alfaro_e_000221706.pdf
,0,0,Y,primary,Legaspi Velázquez,Gabriela,"xiv, 167 ",masters,ECM01:990004706140302716,no,"Líbano: del conflicto a la reconstrucción nacional, 1975-1995",2000,,SP,masters,,El Colegio de México. Centro de Estudios de Asia y África,M,PDF,legaspi_g_000221754.pdf
,0,0,Y,primary,Contreras Urbina,Juan Manuel,79,masters,ECM01:990004387230302716,no,El comportamiento reproductivo de los varones a través de la perspectiva de género,2000,,SP,masters,,"El Colegio de México. Centro de Estudios Demográficos, Urbanos y Ambientales",M,PDF,contreras_Jm_000221720.pdf
,0,0,Y,primary,Sosa Márquez,María Viridiana,"[3], 49 ",masters,ECM01:990004387210302716,no,Jefatura femenina de hogar: un acercamiento a partir de la ENIGH-96,2000,,SP,masters,,"El Colegio de México. Centro de Estudios Demográficos, Urbanos y Ambientales",M,PDF,sosa_mv_000221798.pdf
,0,0,Y,primary,Sill Salazar,María de los Angeles Lorena,62,masters,ECM01:990004417280302716,no,"Crecimiento y heterogeneidad del sector informal en México en el período, 1988-1997",2000,,SP,masters,,"El Colegio de México. Centro de Estudios Demográficos, Urbanos y Ambientales",M,PDF,sill_mdelosal_000221794.pdf
,0,0,Y,primary,Vázquez Pinacho,Yadira,140,masters,ECM01:990004613160302716,no,Los centros comerciales en la Ciudad de México,2001,,SP,masters,,El Colegio de México. Centro de Estudios Demográficos y de Desarrollo Urbano,M,PDF,vzquez_y_000221519.pdf
,0,0,Y,primary,Ramírez Ramírez,Elías,"[4], 50 ",masters,ECM01:9900047ECM01:99610302716,no,Solución de modelos de equilibrio general usando Mathematica,2001,,SP,masters,,El Colegio de México. Centro de Estudios Económicos,M,PDF,ramrez_e_000221497.pdf
,0,0,Y,primary,Gómez López,Natalia,77,masters,ECM01:990004753120302716,no,"Estructura territorial y uso del transporte aéreo: el caso del aeropuerto internacional de la Ciudad de México: análisis comparativo en aspectos sociodemográficos de las dos opciones para un nuevo aeropuerto: Tizayuca, Hidalgo y Texcoco, Estado de México",2001,,SP,masters,,"El Colegio de México. Centro de Estudios Demográficos, Urbanos y Ambientales",M,PDF,gmez_n_000221297.pdf
,0,0,Y,primary,González Dueñas,Marta,95,masters,ECM01:990004752980302716,no,Las organizaciones no gubernamentales ambientalistas (ONGAs) en la Ciudad de México: entre el estado y la sociedad?,2001,,SP,masters,,El Colegio de México. Centro de Estudios Demográficos y de Desarrollo Urbano,M,PDF,gonzlez_m_000221291.pdf
,0,0,Y,primary,Fajardo Ortiz,Daniel Octavio,106,masters,ECM01:990004752970302716,no,"La distribución del ingreso y la estructura del consumo en la Ciudad de México, 1989-1996",2001,,SP,masters,,"El Colegio de México. Centro de Estudios Demográficos, Urbanos y Ambientales",M,PDF,fajardo_do_000221285.pdf
,0,0,Y,primary,Macías López,Israel,84,masters,ECM01:990004753000302716,no,"La transformación, auge y agotamiento del sector productor del algodón en México, 1920-1980: una visión econométrica",2001,,SP,masters,,El Colegio de México. Centro de Estudios Económicos,M,PDF,macas_i_000221313.pdf
,0,0,Y,primary,Pérez Akaki,Pablo,"27, [12] ",masters,ECM01:990004623800302716,no,Transiciones del sector informal,2001,,SP,masters,,El Colegio de México. Centro de Estudios Económicos,M,PDF,prez_p_000246594.pdf
,0,0,Y,primary,Costero Garbarino,María Cecilia,195,masters,ECM01:990004736040302716,no,La alternativa pragmática de la Angola independiente,2001,,SP,masters,,El Colegio de México. Centro de Estudios de Asia y África,M,PDF,costero_mc_000221279.pdf
,0,0,Y,primary,Ramírez de Alba Leal,Leticia,35,masters,ECM01:990004731280302716,no,Inversión en investigación y desarrollo: el caso de la industria manufacturera de México,2001,,SP,masters,,El Colegio de México. Centro de Estudios Económicos,M,PDF,ramrez_l_000221495.pdf
,0,0,Y,primary,Razo García,Raúl,51,masters,ECM01:990004731300302716,no,"Efectos de largo plazo de los mercados monetario, laboral y de bienes sobre el proceso inflacionario en México : 1989-2000",2001,,SP,masters,,El Colegio de México. Centro de Estudios Económicos,M,PDF,razo_r_000221499.pdf
,0,0,Y,primary,Mejía Guevara,Iván,42,masters,ECM01:990004713580302716,no,La transición demográfica en México y su impacto económico,2001,,SP,masters,,El Colegio de México. Centro de Estudios Económicos,M,PDF,meja_i_000221475.pdf
,0,0,Y,primary,Yúnes Salomón,José Antonio,55,masters,ECM01:990004713510302716,no,Análisis cuantitativo de la calidad de la educación primaria pública en Jalisco con base en la función de producción educativa,2001,,SP,masters,,El Colegio de México. Centro de Estudios Económicos,M,PDF,yunes_Ja_000221529.pdf
,0,0,Y,primary,Fernández Medina,María Laura,36,masters,ECM01:990004623780302716,no,Reflexiones sobre el crecimiento económico de los países subdesarrollados: las hipótesis estructuralistas y neoclásicas en perspectiva,2001,,SP,masters,,El Colegio de México. Centro de Estudios Económicos,M,PDF,fernndez_ml_000224692.pdf
,0,0,Y,primary,Núñez Medina,Gerardo,35,masters,ECM01:990004706180302716,no,Un modelo para poblaciones no estables,2001,,SP,masters,,"El Colegio de México. Centro de Estudios Demográficos, Urbanos y Ambientales",M,PDF,nez_g_000221485.pdf
,0,0,Y,primary,Rojas Martínez,Adriana,"142, 8 ",masters,ECM01:990004753140302716,no,El manga en Japón: la sociedad japonesa de posquerra a través del shojo manga,2001,,SP,masters,,El Colegio de México. Centro de Estudios de Asia y África,M,PDF,rojas_a_000221503.pdf
,0,0,Y,primary,Umaña,Nidia María,212,masters,ECM01:990004613150302716,no,"Relaciones inter-gubernamentales, coordinación y gestión urbana en la zona Metropolitana de la Ciudad de México: el caso de la Comisión Metropolitana de Transporte y Vialidad",2001,,SP,masters,,El Colegio de México. Centro de Estudios Demográficos y de Desarrollo Urbano,M,PDF,umaa_nm_000221513.pdf
,0,0,Y,primary,Chávez Martín del Campo,Juan Carlos,56,masters,ECM01:990004731290302716,no,"La pobreza en México en el umbral del siglo XXI: cambios, descomposición y expectativas",2001,,SP,masters,,El Colegio de México. Centro de Estudios Económicos,M,PDF,chvez_jc_000221521.pdf
,0,0,Y,primary,Trejo Arteaga,Juan Miguel,50,masters,ECM01:990004708580302716,no,"La privatización de las carreteras en México, 1987-1994",2001,,SP,masters,,"El Colegio de México. Centro de Estudios Demográficos, Urbanos y Ambientales",M,PDF,trejo_Jm_000221511.pdf
,0,0,Y,primary,Grajales Martínez,Sara Gabriela,123,masters,ECM01:990004649120302716,no,La estructura espacial del sector servicios en la Ciudad de México,2001,,SP,masters,,"El Colegio de México. Centro de Estudios Demográficos, Urbanos y Ambientales",M,PDF,grajales_sr_000221293.pdf
,0,0,Y,primary,Herrera Domínguez,Felipe Gerardo,57,masters,ECM01:990004748850302716,no,Los comerciantes en la vía pública: el caso del centro histórico de la ciudad de Xalapa,2001,,SP,masters,,"El Colegio de México. Centro de Estudios Demográficos, Urbanos y Ambientales",M,PDF,herrera_fg_000221305.pdf
,0,0,Y,primary,Cruz Gallegos,José Luis de la,53,masters,ECM01:990004708550302716,no,"Salarios, empleo y pobreza en México",2001,,SP,masters,,El Colegio de México. Centro de Estudios Económicos,M,PDF,cruz_Jldela_000221523.pdf
,0,0,Y,primary,Cuilty Esquivel,Karla,51,masters,ECM01:990004733000302716,no,Valoración de los atributos de la playa turística: el caso de Acapulco,2001,,SP,masters,,El Colegio de México. Centro de Estudios Económicos,M,PDF,cuilty_k_000221525.pdf
,0,0,Y,primary,Rodríguez López,José Antonio,50,masters,ECM01:990004739860302716,no,"Los efectos del progreso tecnológico y de la globalización sobre los salarios en México, 1988-1999",2001,,SP,masters,,El Colegio de México. Centro de Estudios Económicos,M,PDF,rodrguez_ja_000221527.pdf
,0,0,Y,primary,Navarrete Luna,José Manuel,104,masters,ECM01:990004736060302716,no,El manejo de los residuos sólidos municipales en México: retos y respuestas institucionales,2001,,SP,masters,,El Colegio de México. Centro de Estudios Demográficos y de Desarrollo Urbano,M,PDF,navarrete_Jm_000221483.pdf
,0,0,Y,primary,Pérez Paredes,Elsa,43,masters,ECM01:990004792440302716,no,Fecundidad y migración a Quintana Roo de las mujeres yucatecas: uso de las razones de paridad progresivas (ai),2001,,SP,masters,,"El Colegio de México. Centro de Estudios Demográficos, Urbanos y Ambientales",M,PDF,prez_e_000221491.pdf
,0,0,Y,primary,Liberato de Sousa,Carlos Franco,297,masters,ECM01:990004708560302716,no,"La construcción social del espacio urbano de Bissau, 1765-1846",2001,,SP,masters,,El Colegio de México. Centro de Estudios de Asia y África,M,PDF,liberatodesousa_c_000221307.pdf
,0,0,Y,primary,Luna Becerril,Atzimba,217,masters,ECM01:990004706150302716,no,"Reformas financieras y crisis en Indonesia, 1980-2000",2001,,SP,masters,,El Colegio de México. Centro de Estudios de Asia y África,M,PDF,luna_a_000221311.pdf
,0,0,Y,primary,Crossa Niell,Verónica,154,masters,ECM01:990004630020302716,no,"Riesgo, desastre y vulnerabilidad: una revisión conceptual",2001,,SP,masters,,"El Colegio de México. Centro de Estudios Demográficos, Urbanos y Ambientales",M,PDF,crossa_v_000221281.pdf
,0,0,Y,primary,Rodríguez Zahar,León,"73, 288 ",masters,ECM01:990004741650302716,no,"El Líbano: comunidad, confesión y estado",2001,,SP,masters,,El Colegio de México. Centro de Estudios de Asia y África,M,PDF,rodrguez_l_000221501.pdf
,0,0,Y,primary,Muñoz González,Yolanda,280,masters,ECM01:990004734470302716,no,Una mujer ainu llamada Ave: el activismo escrito de Chikkap Mieko,2001,,SP,masters,,El Colegio de México. Centro de Estudios de Asia y África,M,PDF,muoz_y_000221481.pdf
,0,0,Y,primary,Añorve Zapata,Indira,"128, [6] ",masters,ECM01:990004753130302716,no,Narraciones ilustradas: el éxito literario de un cuento de Feng Menglong,2001,,SP,masters,,El Colegio de México. Centro de Estudios de Asia y África,M,PDF,aorve_i_000221263.pdf
,0,0,Y,primary,Banegas González,Israel Manuel,53,masters,ECM01:990004858800302716,no,"Hogares dependientes de transferencias ante una crisis económica: caracterización a partir de las encuestas de ingreso gasto, 1994-1996",2002,,SP,masters,,"El Colegio de México. Centro de Estudios Demográficos, Urbanos y Ambientales",M,PDF,banegas_im_000216024.pdf
,0,0,Y,primary,Gárritz Cruz,Andoni,85,masters,ECM01:990004771ECM01:990302716,no,"Monopolios naturales, avance tecnológico y regulación: análisis de la estructura de costos y de la teoría de la regulación para las industrias de ductos y de telecomunicaciones",2002,,SP,masters,,El Colegio de México. Centro de Estudios Económicos,M,PDF,grritz_a_000216076.pdf
,0,0,Y,primary,Campuzano Delgadillo,Guadalupe,41,masters,ECM01:9900047ECM01:99730302716,no,Algunos problemas teóricos sobre el financiamiento de la educación superior,2002,,SP,masters,,El Colegio de México. Centro de Estudios Económicos,M,PDF,campuzano_g_000264027.pdf
,0,0,Y,primary,Caballero García,Marco Antonio,44,masters,ECM01:990004859140302716,no,Evaluación de una estrategia industrial para influir positivamente sobre el comportamiento normal del precio de su producto: el caso de la creación de inventarios de la industria azucarera mexicana en 1998,2002,,SP,masters,,El Colegio de México. Centro de Estudios Económicos,M,PDF,caballero_ma_000216036.pdf
,0,0,Y,primary,Santillán Quiroz,Marlon,56,masters,ECM01:9900047ECM01:99700302716,no,"Ciudades: desigualdades económicas, 1970-1993",2002,,SP,masters,,"El Colegio de México. Centro de Estudios Demográficos, Urbanos y Ambientales",M,PDF,santilln_m_000216130.pdf
